jerryssb 500
2.77537918816 1.10306336204 1.43812979361 
1.61353454679 1.9819924198 0.669577588021 
2.71111718389 0.77707273062 1.33121069734 
1.55761120748 1.850149071 0.981456565841 
1.70328919679 1.96497345052 0.841654078949 
2.66050005776 1.18489841061 1.46892165631 
3.06153449919 1.27469143349 1.2384562346 
2.67042118483 1.31229064301 1.41630719257 
3.10298955301 1.13526670587 1.30577068996 
2.80703098237 1.20268158007 1.25516032347 
1.53816102156 2.15898045784 0.787802240064 
2.6517401531 1.43105115171 1.36365901379 
2.57153130448 1.06963701849 1.40886894481 
1.44715404112 2.13529465327 0.828249276831 
1.47951088889 1.97271327085 0.735644807066 
2.92801852764 1.05668315177 1.35242054743 
1.40794895454 1.83460804772 0.684033006131 
1.56788935004 1.89987224603 0.777707651128 
1.40522113671 1.85887780173 0.666984046649 
2.92155233015 1.11945999813 1.19126058857 
2.79947314638 1.24103435455 1.16156025788 
1.74150896256 1.76613786791 0.93074389502 
2.67496688865 1.29570039287 1.49527352667 
2.64910058318 0.862584558018 1.17210397268 
2.92766435495 1.01943446788 1.29409532859 
2.84735088263 0.99635063633 1.26162902574 
2.77433186902 1.25911226618 1.19267081149 
1.46633388945 2.05192395108 0.97450910532 
2.89548728768 1.1059970181 1.3381041829 
2.67950166781 1.15100701254 1.2038671764 
2.70190912207 0.97029443175 1.36718678232 
2.90085761401 1.04504126373 1.24081649557 
2.55217201034 0.967903488741 1.1881814046 
2.78115815743 1.12043773341 1.39326462888 
3.01458494022 1.08445348588 1.33635503789 
1.51132534339 2.06619015087 0.745174452371 
2.72754196969 1.18667791026 1.30724289503 
2.80364235921 1.09253868574 1.33264547952 
2.73263374429 1.24238387499 1.45114839636 
2.85824938014 1.23812650114 1.36057617912 
2.61060943813 1.19257378472 1.35496949297 
2.7808403752 1.11059587167 1.3253731513 
1.47072853211 1.98321821647 0.659940447131 
1.69022468841 2.06364963972 0.877634451182 
2.80562631947 1.20867419564 1.53353521085 
2.68140668493 1.33203503651 1.29557266777 
1.46941450041 1.926923153 0.696696385234 
1.69700523567 2.05914052369 0.561346739768 
2.70021803194 1.25747280848 1.33541485337 
2.60191105037 1.17135466973 1.27891425663 
2.79086209503 1.28956280997 1.19026250641 
1.48573495276 2.03331527317 0.805127808864 
1.56887649554 1.93642076492 0.946682393501 
2.62842943031 1.05301845777 1.15291207298 
2.70396119827 1.18466365049 1.28530620391 
2.87085807804 0.950821522425 1.31548668515 
1.39307576442 2.00471549599 0.765567786265 
3.06787272923 1.1601186486 1.24384440993 
2.77103320107 1.17868101543 1.4698799664 
1.64509147411 2.08108447514 0.885142517883 
3.03055095574 1.18490221885 1.34066786494 
1.55063402816 1.88528563731 0.833572864404 
2.90415905662 1.08684858816 1.19554036753 
2.72180587723 1.26199680234 0.87605872362 
2.85248705823 0.845178986984 1.31986541424 
2.99078712033 1.2202576471 1.07068840416 
2.74419993125 1.23702397454 1.13344213995 
2.60605649131 1.39302849407 1.1781932938 
1.57347284247 1.98947883798 0.865165292825 
2.71890248368 1.25999054199 1.43510074479 
1.55990706383 1.80510613259 0.670805655337 
2.83080857202 1.10409694212 1.55234839657 
2.79947314638 1.24103435455 1.16156025788 
1.62721838334 1.9225490216 0.842920527208 
2.76531341921 1.00791614752 1.28868749174 
1.37180246306 2.05762176568 0.657737337639 
1.5000920392 2.03375863469 0.725638294827 
2.77138682387 1.21137787852 1.28683853519 
2.8114901758 1.15878691767 1.28545362111 
2.76842306531 1.17250281932 1.31004908936 
2.81432576644 1.17299574476 1.20406494994 
1.56326716901 2.07290567304 0.707695097415 
2.61465033042 1.22913657716 1.17509364756 
2.89384126517 1.10717832956 1.17386763229 
2.74536624632 0.917038550841 1.26409961018 
1.49855744869 2.10329319113 0.941619311546 
2.8248861929 1.25370036033 1.28032815861 
2.69408345917 1.18264153051 1.26413667471 
1.38784306278 1.83074039129 0.921126359064 
1.51493057325 1.89701955829 0.80361902669 
2.72376146583 1.31263378344 1.1774413047 
1.48643497168 1.83823392716 0.737275849574 
2.80179431425 1.10025443089 1.38978528562 
2.82977613864 1.28323997208 1.155836218 
2.912912566 1.15258094248 1.36631954907 
2.81652133048 1.17492587168 1.29936800969 
2.7481939071 1.30080827393 1.17513299469 
2.67362799344 0.992095451611 1.33538522368 
2.83828684787 1.17929576207 1.30817977359 
2.76952711235 1.25717218233 1.02791027489 
2.53821269977 0.855555072478 1.36407891615 
1.63061437122 2.18150515776 0.838386299724 
1.52395027127 1.81906792726 0.95928630562 
2.54290767636 1.18294917422 1.35094035279 
2.71920084098 1.21523990714 1.36751717717 
1.75246242981 1.96868602029 0.82582002278 
2.64230311528 1.32278425595 1.29819861767 
2.80353645295 1.27068847643 1.31839425703 
2.67086145144 1.03575218705 1.22679097429 
2.67966883951 1.18499594268 1.35804529786 
2.85886547915 1.2362331648 1.49559936595 
1.54946813479 1.90140584997 0.9520499951 
1.51870999725 1.81559817012 0.650450976717 
1.48531633653 1.99199704221 0.630248893053 
1.61056824689 1.87150054363 0.757503317707 
2.71702961686 1.25785337361 1.20518868872 
3.05208868731 1.28666958162 1.36592363945 
2.60983045135 1.00409303086 1.09577506068 
2.5852476537 1.10102229014 0.945733475471 
2.55302586942 0.949609433789 1.3319410216 
1.43323959145 1.96803873799 0.628028386224 
2.63989303121 1.19038460492 1.24053908374 
1.67344591381 1.98265428994 0.797436370482 
2.67145205457 1.08862458135 1.18318817795 
1.51437796408 2.06900870377 1.01705985471 
2.7190099057 0.988364809762 1.23250910921 
2.74324761425 1.092580011 1.55833911908 
2.4019365852 0.747140238923 1.31801790892 
2.90538841058 1.1316231811 1.52287979331 
1.31864845215 1.89887162369 0.701213542608 
2.67753248715 0.895858664223 1.43317654091 
1.44803419596 1.85070223172 0.920189006188 
3.0060603377 1.26635332488 1.34284911601 
2.93249198947 1.29964381897 1.2761810059 
2.8446131664 0.875069647091 1.43672570004 
2.85892230664 1.16439960495 1.46511957587 
2.90224904439 1.29918731326 1.41506931608 
2.55297495032 0.857329689772 1.31119913369 
1.57560113105 1.99397783722 0.710093639557 
1.51212140323 2.08523613492 0.869927806479 
2.8202222419 1.27888880195 1.33569292839 
2.59752973617 0.900668551012 1.24673429767 
2.98919685679 1.2423408476 1.42499779273 
2.80484746275 1.06718904854 1.40433612881 
2.72785727862 1.27237182491 1.26592629062 
2.87200455584 1.33886605599 1.2538189798 
2.6618410573 1.3662434942 1.0476431621 
2.67901813039 1.07488705156 1.35217148198 
2.48675317938 1.32289336594 1.24223065471 
1.56319215082 1.95036219656 0.825731934537 
2.98512443138 0.984987542834 1.37941684777 
1.44526878112 2.11013596117 0.956060118575 
2.90368179035 1.07008581512 1.20650186599 
2.84818299509 0.981308341898 1.35830879332 
2.57608485659 1.37259391896 1.26259215137 
2.92802993559 1.22907143369 1.39604039752 
2.79296142928 1.03937857418 1.22144127972 
1.61119271506 1.95793360982 0.740922790276 
1.67683685463 1.99156467457 0.694364455423 
1.61187698867 2.00894001787 0.734452875503 
1.3844106857 2.02739711611 0.585618385538 
2.54737411043 1.19400514579 1.45200143374 
2.73198942521 1.20772886972 1.35409326976 
2.83474320604 1.18737638866 1.39445942502 
1.57304453664 2.00402297668 0.723494308227 
2.47889067341 1.01578680549 1.19420482194 
2.67811259804 1.18089654889 0.965565478461 
1.69447571354 1.97016996167 0.573789208512 
1.55403470514 2.10554411193 0.779336634444 
2.64490991383 1.22559623601 1.50216908694 
2.63223266691 1.07816460836 1.37933960955 
1.50092388039 1.85497511483 0.777457920856 
2.96154053669 1.17738747821 1.27573370592 
2.54841855518 1.11665072062 1.07382817331 
2.77887160159 1.12084284683 1.27413656466 
2.81814556272 1.28757368479 1.47479515234 
2.96045054746 1.22213016231 1.17638120088 
2.75736455453 1.25373109014 1.26532529396 
2.7045445672 1.18832599827 1.29219556309 
1.75986628981 1.92330998327 0.701792288759 
2.56502313592 1.13826861034 1.31867649326 
1.32831967192 1.9523159504 0.925137089746 
2.65756466917 0.836725019416 1.27955540797 
2.59714372925 1.00874856432 1.538904395 
1.44755405899 2.05364160857 0.801069404117 
2.90056960048 0.997595697796 1.24900310363 
1.33954215231 1.95742121223 0.830466088693 
2.8682300552 1.1323026893 1.37955611287 
2.84674830951 1.19027363045 1.2025639408 
1.72831741729 2.20336121944 0.806312337956 
2.87237040229 1.08624331671 1.27497165182 
2.67459850264 1.219440389 1.29684119587 
1.50818518779 1.88630122491 0.708128509128 
2.59830566414 0.976305546239 1.23582985582 
2.64299598356 1.38816857083 1.30340594977 
1.47132672833 2.09364140519 0.70372255832 
2.64811626714 1.20594864877 1.21595238265 
2.36964712799 1.41810235625 1.19624362259 
2.57035942923 1.11078218652 1.1592761724 
2.48347079235 1.37990289548 1.33572486067 
1.36441735429 2.08708617968 0.653977061329 
1.45975370065 1.84876758349 0.64912369495 
1.41753034584 2.10461954658 0.947017711988 
2.8257031615 1.17116536318 1.32711025503 
1.72556025539 1.84578341551 0.866492123821 
2.62603571359 0.942450112536 1.17604663887 
2.54189378824 1.11451361931 0.935697218615 
2.61574020302 1.16174705268 1.3014306381 
1.57061001492 1.98106615865 0.927283425775 
2.61633575803 1.14416300589 1.01179495713 
2.70414863981 1.23990238558 1.30195085414 
1.48492990833 2.04336930304 0.65068449843 
1.56949255175 2.10214012817 0.925187253877 
1.54919424925 1.98274378481 0.949734182209 
1.38565938394 2.08209707347 0.856900333268 
1.58539213011 2.00596578738 0.778659304483 
2.68045194872 1.34731088548 1.17096644489 
2.8685593171 1.19652029989 1.33496598267 
1.61888735626 1.8410223242 0.700246130813 
2.53370278136 1.2817688878 1.22188938861 
1.48863045383 2.09312230531 0.738324474491 
1.57807628698 1.96081101716 0.686927046487 
1.37230456445 1.92390227957 0.785686791558 
2.48981528642 1.25825215241 1.07543309997 
2.88148286751 1.15243094862 1.59970984962 
1.50599947615 1.85122270443 0.706535590719 
1.47518887402 1.96305046371 0.769372350245 
1.5460900229 1.89223529177 0.913418123594 
2.84083862343 1.30788750698 1.46705785553 
2.65373628002 0.773284762272 1.28728522103 
2.56010640124 0.988473341443 1.50519052853 
1.46969054007 1.88544130631 0.822826158252 
