mumssb 500
2.81463511739 0.701466316915 1.16382885664 
2.90666856496 0.797045014304 1.65016717424 
2.52748416942 1.08990050232 1.04231435795 
3.08713589033 0.718388351696 1.20845259601 
2.71640494819 0.843562061829 1.25995573063 
2.81662936127 0.845279081425 1.52406231994 
2.90406805761 1.15967828767 1.33612913981 
2.93199655944 0.504487592386 1.46085225241 
2.95464951321 0.677761708222 1.14215793777 
2.99152951731 0.866834177309 0.916648298469 
3.13270804318 1.07402375032 1.1797633644 
2.47806951249 0.83642276417 1.09988516082 
2.91921459361 0.979370754856 1.56243151345 
2.69969383156 0.839403028216 1.51155330181 
3.04610362801 0.643050832916 1.25200143859 
2.32713880617 1.44636696236 1.43738070759 
2.93947415597 0.760253825397 0.768064455043 
2.80879773977 0.874815512043 1.24108487943 
2.87406295625 0.992777937782 1.13350289411 
3.11280632698 0.941905333197 0.844947710574 
3.0150288262 1.015700679 1.53048371152 
2.90356831785 0.940445339333 1.35702902719 
2.95076766788 1.11058821075 1.68078755706 
2.92440790868 1.29241957265 1.23422217299 
2.7493297999 0.898514689164 1.29974660938 
2.88622765528 0.620734669209 1.19051672126 
2.75541324291 1.37021416717 1.03117241147 
2.67909842924 0.887877971513 0.965033668385 
2.87897160864 1.09679395164 1.44869541536 
2.67865070921 0.99693565848 1.64333646527 
2.63514505876 0.903661641976 1.47897016697 
3.19823284415 0.728212734364 1.276739146 
3.0891005142 0.794877291485 0.822812431636 
2.52726884774 1.23960338272 1.24445291849 
2.9724041261 0.991499353898 1.29050726752 
2.50602209434 0.774229384691 1.28111956156 
3.00349607257 0.793720787806 1.46426436699 
2.41470028449 0.665093011653 1.14752313073 
2.5020287133 0.769387921139 1.71332366606 
2.60874417726 1.13995189915 1.09862107541 
2.8327813679 0.648897851856 1.06792986091 
2.46539530431 0.570274324356 1.29767961145 
2.54444902336 0.854293446703 0.963002764777 
3.3448167567 0.722060893791 1.11811058501 
2.70749655069 0.670419299892 1.3314248123 
2.72293637702 0.894437355291 1.7680913362 
2.88638242044 0.751129407904 1.08714844556 
2.90189130489 0.863696785721 1.823604606 
2.74769319406 0.749480495345 1.47215791192 
2.79865105963 1.19265944493 1.62914747186 
2.98541761025 1.22195105243 1.39922356507 
2.95597008782 0.971141564126 1.48857038477 
2.67749337772 0.691338441495 1.73065077875 
2.87286389164 0.945510001216 1.26468070082 
2.89209548782 0.958223628558 1.16587637131 
2.7410408313 0.655212051519 1.43913557682 
2.72735215842 1.00152748612 1.47093078555 
2.85959375034 0.960565175321 1.38810753743 
3.1884595806 0.771455815204 1.1756502347 
3.08788980554 0.970623746113 1.01741090346 
2.97769889494 0.548159977131 1.03497358761 
2.88500138095 1.10096879115 1.19040486682 
